r0	r
r1	r
r2	r
r00	r0
r00	r
r01	r0
r01	r
r02	r0
r02	r
r10	r1
r10	r
r11	r1
r11	r
r12	r1
r12	r
r20	r2
r20	r
r21	r2
r21	r
r22	r2
r22	r
r000	r00
r000	r0
r000	r
r001	r00
r001	r0
r001	r
r002	r00
r002	r0
r002	r
r010	r01
r010	r0
r010	r
r011	r01
r011	r0
r011	r
r012	r01
r012	r0
r012	r
r020	r02
r020	r0
r020	r
r021	r02
r021	r0
r021	r
r022	r02
r022	r0
r022	r
r100	r10
r100	r1
r100	r
r101	r10
r101	r1
r101	r
r102	r10
r102	r1
r102	r
r110	r11
r110	r1
r110	r
r111	r11
r111	r1
r111	r
r112	r11
r112	r1
r112	r
r120	r12
r120	r1
r120	r
r121	r12
r121	r1
r121	r
r122	r12
r122	r1
r122	r
r200	r20
r200	r2
r200	r
r201	r20
r201	r2
r201	r
r202	r20
r202	r2
r202	r
r210	r21
r210	r2
r210	r
r211	r21
r211	r2
r211	r
r212	r21
r212	r2
r212	r
r220	r22
r220	r2
r220	r
r221	r22
r221	r2
r221	r
r222	r22
r222	r2
r222	r
r0000	r000
r0000	r00
r0000	r0
r0000	r
r0001	r000
r0001	r00
r0001	r0
r0001	r
r0002	r000
r0002	r00
r0002	r0
r0002	r
r0010	r001
r0010	r00
r0010	r0
r0010	r
r0011	r001
r0011	r00
r0011	r0
r0011	r
r0012	r001
r0012	r00
r0012	r0
r0012	r
r0020	r002
r0020	r00
r0020	r0
r0020	r
r0021	r002
r0021	r00
r0021	r0
r0021	r
r0022	r002
r0022	r00
r0022	r0
r0022	r
r0100	r010
r0100	r01
r0100	r0
r0100	r
r0101	r010
r0101	r01
r0101	r0
r0101	r
r0102	r010
r0102	r01
r0102	r0
r0102	r
r0110	r011
r0110	r01
r0110	r0
r0110	r
r0111	r011
r0111	r01
r0111	r0
r0111	r
r0112	r011
r0112	r01
r0112	r0
r0112	r
r0120	r012
r0120	r01
r0120	r0
r0120	r
r0121	r012
r0121	r01
r0121	r0
r0121	r
r0122	r012
r0122	r01
r0122	r0
r0122	r
r0200	r020
r0200	r02
r0200	r0
r0200	r
r0201	r020
r0201	r02
r0201	r0
r0201	r
r0202	r020
r0202	r02
r0202	r0
r0202	r
r0210	r021
r0210	r02
r0210	r0
r0210	r
r0211	r021
r0211	r02
r0211	r0
r0211	r
r0212	r021
r0212	r02
r0212	r0
r0212	r
r0220	r022
r0220	r02
r0220	r0
r0220	r
r0221	r022
r0221	r02
r0221	r0
r0221	r
r0222	r022
r0222	r02
r0222	r0
r0222	r
r1000	r100
r1000	r10
r1000	r1
r1000	r
r1001	r100
r1001	r10
r1001	r1
r1001	r
r1002	r100
r1002	r10
r1002	r1
r1002	r
r1010	r101
r1010	r10
r1010	r1
r1010	r
r1011	r101
r1011	r10
r1011	r1
r1011	r
r1012	r101
r1012	r10
r1012	r1
r1012	r
r1020	r102
r1020	r10
r1020	r1
r1020	r
r1021	r102
r1021	r10
r1021	r1
r1021	r
r1022	r102
r1022	r10
r1022	r1
r1022	r
r1100	r110
r1100	r11
r1100	r1
r1100	r
r1101	r110
r1101	r11
r1101	r1
r1101	r
r1102	r110
r1102	r11
r1102	r1
r1102	r
r1110	r111
r1110	r11
r1110	r1
r1110	r
r1111	r111
r1111	r11
r1111	r1
r1111	r
r1112	r111
r1112	r11
r1112	r1
r1112	r
r1120	r112
r1120	r11
r1120	r1
r1120	r
r1121	r112
r1121	r11
r1121	r1
r1121	r
r1122	r112
r1122	r11
r1122	r1
r1122	r
r1200	r120
r1200	r12
r1200	r1
r1200	r
r1201	r120
r1201	r12
r1201	r1
r1201	r
r1202	r120
r1202	r12
r1202	r1
r1202	r
r1210	r121
r1210	r12
r1210	r1
r1210	r
r1211	r121
r1211	r12
r1211	r1
r1211	r
r1212	r121
r1212	r12
r1212	r1
r1212	r
r1220	r122
r1220	r12
r1220	r1
r1220	r
r1221	r122
r1221	r12
r1221	r1
r1221	r
r1222	r122
r1222	r12
r1222	r1
r1222	r
r2000	r200
r2000	r20
r2000	r2
r2000	r
r2001	r200
r2001	r20
r2001	r2
r2001	r
r2002	r200
r2002	r20
r2002	r2
r2002	r
r2010	r201
r2010	r20
r2010	r2
r2010	r
r2011	r201
r2011	r20
r2011	r2
r2011	r
r2012	r201
r2012	r20
r2012	r2
r2012	r
r2020	r202
r2020	r20
r2020	r2
r2020	r
r2021	r202
r2021	r20
r2021	r2
r2021	r
r2022	r202
r2022	r20
r2022	r2
r2022	r
r2100	r210
r2100	r21
r2100	r2
r2100	r
r2101	r210
r2101	r21
r2101	r2
r2101	r
r2102	r210
r2102	r21
r2102	r2
r2102	r
r2110	r211
r2110	r21
r2110	r2
r2110	r
r2111	r211
r2111	r21
r2111	r2
r2111	r
r2112	r211
r2112	r21
r2112	r2
r2112	r
r2120	r212
r2120	r21
r2120	r2
r2120	r
r2121	r212
r2121	r21
r2121	r2
r2121	r
r2122	r212
r2122	r21
r2122	r2
r2122	r
r2200	r220
r2200	r22
r2200	r2
r2200	r
r2201	r220
r2201	r22
r2201	r2
r2201	r
r2202	r220
r2202	r22
r2202	r2
r2202	r
r2210	r221
r2210	r22
r2210	r2
r2210	r
r2211	r221
r2211	r22
r2211	r2
r2211	r
r2212	r221
r2212	r22
r2212	r2
r2212	r
r2220	r222
r2220	r22
r2220	r2
r2220	r
r2221	r222
r2221	r22
r2221	r2
r2221	r
r2222	r222
r2222	r22
r2222	r2
r2222	r
